id,question,option_a,option_b,option_c,correct,category,aspect,mode,difficulty,created_at,last_used_at,use_count,hash
3675,Jaká část mozku řídí myšlenky?,Cerebellum,Mozkový kmen,Cerebrum,2,Lidské tělo,Mozek,kid,normal,2025-12-28 20:14:31,,0,-4v5qdp
3678,Jakou funkci má mozek?,Dýchat,Řídit tělo,Trávit potravu,1,Lidské tělo,Zajímavosti o těle,kid,normal,2025-12-28 20:14:31,,0,nnxa46
3682,Jaká je nejvyšší hora?,K2,Kilimandžáro,Mount Everest,2,Svět kolem nás,Hory,kid,normal,2025-12-28 20:14:32,,0,-e5uzwr
3683,Kdo je zvíře z Nemo?,Želva,Ryba,Medvěd,1,Pohádky a filmy,Zvířecí hrdinové,kid,easy,2025-12-28 20:14:50,,0,-zdakzb
3685,Jaký je savec?,Lev,Ryba,Hmyz,0,Zvířata,Savci,kid,easy,2025-12-28 20:14:50,,0,bow67a
3686,Kde je Měsíc?,Oceán,Vesmír,Les,1,Vesmír,Měsíc,kid,easy,2025-12-28 20:14:50,,0,-n1d4cr
3691,Odkud je čaj?,Indie,Evropa,Čína,2,Jídlo,Odkud pochází,kid,easy,2025-12-28 20:14:59,,0,-td90u0
3698,Které zvíře zní jako mňau?,Pes,Kočka,Pták,1,Zvířata,Zvuky zvířat,kid,normal,2025-12-28 20:15:41,,0,-rkm6hp
3701,Co jsou mláďata?,Zvířata,Děti,Květiny,0,Zvířátka,Mláďata,kid,easy,2025-12-28 20:15:52,,0,4ki33f
3704,Co je savец?,Pták,Plaz,Teploukrevník,2,Zvířata,Savci,kid,easy,2025-12-28 20:16:12,,0,-3cg77v
3708,Co je kontinent?,Velká část země,Stát,Město,0,Svět kolem nás,Kontinenty,kid,easy,2025-12-28 20:16:12,,0,m74lsj
3709,Kdo je Disney postava?,Ariel,Šebestová,Krkavec,0,Pohádky a filmy,Disney postavy,kid,easy,2025-12-28 20:16:12,,0,-m8dzig
3715,Jakou barvu má černá kočka?,Šedou,Bílou,Černou,2,Zvířátka,Barvy zvířat,kid,easy,2025-12-28 20:16:57,,0,-btdv5i
3716,Jakou barvu má modrý duh?,Zelenou,Červenou,Modrou,2,Barvy a tvary,Duhové barvy,kid,easy,2025-12-28 20:16:57,,0,8kcn5g
3718,Co je v noci?,Den,Světlo,Tma,2,Příroda,Den a noc,kid,easy,2025-12-28 20:16:57,,0,w99b95
3721,Co způsobuje sopečné erupce?,Horká láva,Zemětřesení,Tlak plynu,2,Věda pro děti,Sopky a zemětřesení,kid,normal,2025-12-28 20:17:18,,0,-d84gyq
3734,Kde žijí ryby?,Ve vzduchu,Na souši,Ve vodě,2,Zvířata,Kde žijí,kid,easy,2025-12-28 20:17:36,,0,8964xg
3737,Kdo je největší suchozemský savec?,Hroch,Slon,Girafa,1,Zvířata,Rekord největší,kid,easy,2025-12-28 20:17:36,,0,giihs9
3744,Jaký je zvuk kočky?,Mňau,Haf,Čvacht,0,Zvířátka,Zvuky zvířat,kid,easy,2025-12-28 20:18:07,,0,-d6qe4f
3750,Jaké hvězdy jsou nejjasnější?,Polaris,Canopus,Sirius,2,Vesmír,Hvězdy,kid,normal,2025-12-28 20:18:33,,0,-wuci51
3754,Kdo drží rekord v běhu na 100m?,Usain Bolt,Carl Lewis,Jesse Owens,0,Sport pro děti,Rekordy,kid,normal,2025-12-28 20:18:33,,0,pkz8rp
3761,Jak se jmenuje nejrychlejší pták?,Sokol,Orel,Havran,0,Zvířata,Ptáci,kid,easy,2025-12-28 20:18:45,,0,-90bwjf
3762,Jak se jmenuje zvíře z pohádky o Aladinovi?,Monkey,Tygr,Lev,0,Zvířata,Zvířata z pohádek,kid,easy,2025-12-28 20:18:45,,0,-rcd3x0
3765,"Jaký je fáze měsíce, kdy je vidět celý?",Úplněk,Nov,Čtvrtina,0,Vesmír,Měsíc,kid,easy,2025-12-28 20:18:45,,0,4fqs7r
3767,"Jak se jmenuje stav vody, kdy je pevná?",Voda,Plyn,Led,2,Věda a příroda,Voda a led,kid,easy,2025-12-28 20:18:45,,0,n3etti
3768,"Jak se jmenuje dopravní prostředek, který letí do vesmíru?",Letadlo,Vlak,Raketa,2,Vesmír,Rakety,kid,easy,2025-12-28 20:18:45,,0,wkctxo
3772,Co je den a noc?,Dlouhý a krátký,Světlý a tmavý,Horký a studený,1,Příroda,Den a noc,kid,easy,2025-12-28 20:19:21,,0,-44zndl
3777,Kolik smyslů má člověk?,5,3,4,0,Lidské tělo,Pět smyslů,kid,easy,2025-12-28 20:19:46,,0,73iy3c
3784,Jak dlouho trvá den?,12 hodin,24 hodin,36 hodin,1,Příroda,Den a noc,kid,easy,2025-12-28 20:20:37,,0,-h692dm
3790,Jaký je nejdelší pouštní pás?,Sahara,Gobi,Mojave,0,Svět kolem nás,Pouště a pralesy,kid,normal,2025-12-28 20:20:51,,0,-a9t156
3792,Jaký je název poháru v hokeji?,Stanley Cup,Olympijský pohár,Mistrovství světa,0,Sport pro děti,Hokej,kid,normal,2025-12-28 20:20:51,,0,-hvqwgk
3795,Které souhvězdí je pojmenováno po lovci?,Orion,Kassiopeia,Ursa,0,Vesmír,Souhvězdí,kid,easy,2025-12-28 20:21:01,,0,rlwi95
3799,"Jak se jmenuje zvuk, který vydává kočka?",Haf,Baf,Mňau,2,Věda a příroda,Zvuky,kid,easy,2025-12-28 20:21:01,,0,-smsz9l
3800,Které zvíře je hrdinou filmu o Nemo?,Želva,Krokodýl,Ryba,2,Pohádky a filmy,Zvířecí hrdinové,kid,easy,2025-12-28 20:21:01,,0,25kezt
3804,Který atletický závod je nejrychlejší?,Běh na 200m,Běh na 400m,Běh na 100m,2,Sport pro děti,Atletika,kid,normal,2025-12-28 20:21:57,,0,cqqtu5
3805,Kdo je král zvířat?,Slon,Lev,Medvěd,1,Zvířata,Zvířata z pohádek,kid,easy,2025-12-28 20:22:19,,0,o30wk7
3812,Která písnička je z pohádky o Ariel?,Bílej kůň,Kouzelný les,Pod mořem,2,Pohádky a filmy,Písničky z pohádek,kid,easy,2025-12-28 20:22:19,,0,dqjebq
3818,Který fotbalový klub je ze Španělska?,Manchester,Barcelona,Milán,1,Sport pro děti,Týmy a kluby,kid,normal,2025-12-28 20:23:14,,0,rvgshu
3821,Kdo je záporák ve filmu o Aladinovi?,Ursula,Jafar,Maleficent,1,Pohádky a filmy,Záporáci,kid,normal,2025-12-28 20:23:14,,0,tk7dzw
3822,Jaký je nejrychlejší pták?,Sokol,Orlík,Havran,0,Zvířata,Ptáci,kid,normal,2025-12-28 20:23:14,,0,-n8yhwk
3823,"Jaký je název květiny, která potřebuje málo vody?",Růže,Lilie,Kaktus,2,Věda pro děti,Rostliny,kid,normal,2025-12-28 20:23:14,,0,-ccyeek
3824,Jak se jmenuje největší poušť?,Gobi,Sahara,Mojave,1,Svět kolem nás,Pouště a pralesy,kid,normal,2025-12-28 20:23:14,,0,-2fbja
3827,Jak se jmenuje princezna v pohádce o princezně ze mlejna?,Eliška,Jitka,Marie,0,Pohádky a filmy,Princezny a princové,kid,easy,2025-12-28 20:23:37,,0,-i4qa8u
3832,Která planeta je nejblíže Slunci?,Venuše,Merkur,Země,1,Vesmír,Planety,kid,easy,2025-12-28 20:23:37,,0,koqucy
3833,Co je to jatra?,Orgán,Kůže,Sval,0,Lidské tělo,Orgány,kid,easy,2025-12-28 20:23:37,,0,-uw62rv
3835,Co je to led?,Kapalná voda,Tuhá voda,Plyn,1,Věda a příroda,Voda a led,kid,easy,2025-12-28 20:23:37,,0,b4622j
3838,Jak se nazývalo období před historií?,Středověk,Pravěk,Novověk,1,Historie pro děti,Pravěk,kid,normal,2025-12-28 20:24:17,,0,-3mkzva
3840,Jak dlouho bychom měli spát?,8 hodin,10 hodin,12 hodin,0,Lidské tělo,Spánek,kid,normal,2025-12-28 20:24:17,,0,a6ddb5
3841,Jaký je oblíbený sport v Kanadě?,Basketbal,Fotbal,Hokej,2,Sport pro děti,Hokej,kid,normal,2025-12-28 20:24:17,,0,n0i4eb
3842,Kdo natočil film Shrek?,DreamWorks,Disney,Pixar,0,Pohádky a filmy,Kdo natočil,kid,normal,2025-12-28 20:24:17,,0,m4tpnz
3850,Která řeka je v Asii?,Nil,Amazonka,Jang-c'-tiang,2,Svět kolem nás,Řeky a hory,kid,easy,2025-12-28 20:24:52,,0,-tl8nun
3858,Jaký je střed Slunce?,Vodík,Hélium,Kyslík,0,Vesmír,Slunce,kid,normal,2025-12-28 20:25:30,,0,h720og
3859,Kdo drží rekord v běhu?,Phelps,Jordan,Bolt,2,Sport pro děti,Rekordy,kid,normal,2025-12-28 20:25:30,,0,-8yac9u
3866,Kdo byli první astronauti?,Američané,Rusové,Evropští,1,Vesmír,Astronauti,kid,easy,2025-12-28 20:26:02,,0,sf0bmd
3870,Co je zdravé jíst?,Cukr,Ovoce,Sůl,1,Jídlo,Co je zdravé,kid,easy,2025-12-28 20:26:54,,0,-e8oroh
3873,Jaké je nejchladnější roční období?,Zima,Léto,Podzim,0,Příroda,Roční období,kid,easy,2025-12-28 20:26:54,,0,-f0956n
3878,Kdo vypráví večerníček?,Babička,Dědeček,Rákosníček,1,České pohádky,Večerníček,kid,easy,2025-12-28 20:26:54,,0,6nlpn5
3880,Který mořský živočich má shell?,Korál,Ryba,Želva,2,Zvířata,Mořští živočichové,kid,easy,2025-12-28 20:27:07,,0,-ivtagw
3881,Který film má za hlavní postavu rybku?,Shrek,Nemo,Toy Story,1,Pohádky a filmy,Zvířecí hrdinové,kid,easy,2025-12-28 20:27:07,,0,-6fdaan
3882,Který orgán je důležitý pro dýchání?,Plíce,Srdce,Játra,0,Lidské tělo,Orgány,kid,easy,2025-12-28 20:27:07,,0,77bp2l
3884,Jaký strom dává třešně?,Hruška,Jabloň,Třešeň,2,Příroda,Stromy,kid,easy,2025-12-28 20:27:55,,0,-kb3qtr
3889,Jak se nazývalo období před písmem?,Středověk,Novověk,Pravěk,2,Historie pro děti,Pravěk,kid,normal,2025-12-28 20:28:04,,0,-i2zlj4
3890,Jaký je zimní sport na ledě?,Fotbal,Hokej,Tenis,1,Sport pro děti,Zimní sporty,kid,normal,2025-12-28 20:28:04,,0,-3gb615
3903,Co je ve dne?,Déšť,Tma,Světlo,2,Příroda,Den a noc,kid,easy,2025-12-28 20:29:14,,0,qze0au
3907,Které zvíře je hlavním hrdinou v Zootropolis?,Zajíc,Pes,Kočka,0,Pohádky a filmy,Zvířecí hrdinové,kid,easy,2025-12-28 20:29:23,,0,-uy4k0q
3908,Co je to sopečný výbuch?,Sesuv,Povodeň,Erupce,2,Věda a příroda,Sopky,kid,easy,2025-12-28 20:29:23,,0,-etso9k
3915,Jaká hora je nejvyšší?,Kilimandžáro,Everest,Mont Blanc,1,Svět kolem nás,Hory,kid,normal,2025-12-28 20:29:37,,0,-1m9ccr
3919,Jaký zvuk dělá kůň?,Mňou,Hav,Ržání,2,Zvířátka,Zvuky zvířat,kid,easy,2025-12-28 20:30:18,,0,5oxty4
3921,Jaké ovoce je žluté?,Hruška,Jabloň,Banán,2,Jídlo,Ovoce,kid,easy,2025-12-28 20:30:18,,0,30brn9
3922,Kdo je kamarád Šebestové?,Krteček,Rákosníček,Mach,2,České pohádky,Mach a Šebestová,kid,easy,2025-12-28 20:30:18,,0,j05pv3
3930,Jaký styl plavání je nejpomalejší?,Prsa,Kraul,Motýlek,0,Sport pro děti,Plavání,kid,normal,2025-12-28 20:30:41,,0,4qn09v
3934,Jaký je nejvzdálenější objekt?,Měsíc,Slunce,Galaxie,2,Vesmír,Vesmírné rekordy,kid,normal,2025-12-28 20:30:41,,0,-3r1jd6
3935,Kdo byli indiáni?,Evropští kolonizátoři,Africké kmeny,Nativní Američané,2,Historie pro děti,Indiáni,kid,normal,2025-12-28 20:30:41,,0,-gfi7ai
3937,Jak se jmenuje doba před civilizací?,Pravěk,Středověk,Novověk,0,Historie pro děti,Pravěk,kid,normal,2025-12-28 20:30:41,,0,-ay10yb
3939,Co je hmyz?,Pták,Ryba,Včela,2,Příroda,Hmyz,kid,easy,2025-12-28 20:31:15,,0,-d30fbt
3940,Jak se jmenuje strom?,Dub,Květ,List,0,Věda a příroda,Rostliny,kid,easy,2025-12-28 20:31:26,,0,-bfp52b
3942,Jak se jmenuje mládě medvěda?,Medvěd,Kůň,Medvídek,2,Zvířata,Mláďata,kid,easy,2025-12-28 20:31:26,,0,-ur9y7q
3956,Jak se jmenuje mládě kočky?,Kotě,Psí štěně,Telátko,0,Zvířata,Mláďata,kid,easy,2025-12-28 20:32:37,,0,-q3oix9
3960,Jaký jazyk mluví většina obyvatel Číny?,Angličtina,Čínština,Španělština,1,Svět kolem nás,Jazyky,kid,normal,2025-12-28 20:33:48,,0,u6ozwm
3962,Jaký pták je známý svým krásným zpěvem?,Slavík,Sokol,Orel,0,Zvířata,Ptáci,kid,normal,2025-12-28 20:33:48,,0,5ll6al
3963,Co je raketový motor?,Systém pohonu,Druh paliva,Typ vozidla,0,Vesmír,Rakety a sondy,kid,normal,2025-12-28 20:33:48,,0,adi3ao
3965,Jaký je význam Olympijských her?,Sportovní soutěže,Mistrovství světa,Mezinárodní setkání,0,Sport pro děti,Olympijské hry,kid,normal,2025-12-28 20:33:48,,0,-19e0xu
3976,Co je nejvyšší?,Keř,Květ,Strom,2,Příroda,Stromy,kid,easy,2025-12-28 20:37:32,,0,inlzll
3982,Kde bydlí pták?,C: V jamě,A: V lišku,B: V hnízdě,2,Zvířátka,Kde bydlí,kid,easy,2025-12-28 23:08:04,,0,iku9ii
3983,Jakou barvu má tráva?,B: Zelená,C: Červená,A: Modrá,0,Barvy a tvary,Barvy v přírodě,kid,easy,2025-12-28 23:08:04,,0,9166un
3984,Co jíme ke snídani s máslem?,C: Těstoviny,A: Chleba,B: Polévka,1,Jídlo,Snídaně,kid,easy,2025-12-28 23:08:04,,0,-v9j45u
3985,Jak znejí pes?,C: Múú,B: Haf haf,A: Mňau,1,Zvířátka,Zvuky zvířat,kid,easy,2025-12-28 23:08:04,,0,-q55p3v
3986,Kdy svítí slunce?,A: V noci,B: Přes den,C: V dešti,1,Příroda,Den a noc,kid,easy,2025-12-28 23:08:04,,0,-15qf18
3987,Jakou barvu má nebe?,A: Zelená,B: Modrá,C: Černá,1,Barvy a tvary,Základní barvy,kid,easy,2025-12-28 23:08:04,,0,-1fkdfa
3988,Co padá z nebe v zimě?,C: Vítr,A: Déšť,B: Sníh,2,Příroda,Počasí,kid,easy,2025-12-28 23:08:04,,0,-x4955e
3989,Jaké je teplé období s květinami?,B: Jaro,A: Zima,C: Podzim,0,Příroda,Roční období,kid,easy,2025-12-28 23:08:04,,0,fzh1ph
3990,Kolik nohou má pavouk?,Dvě,Čtyři,Osm,2,Zvířátka,Kolik má nohou,kid,easy,2025-12-28 23:10:14,,0,-nd96lg
3991,Na jaké škole chodí Mach a Šebestová do třídy?,Mateřské,Hudební,Základní,2,České pohádky,Mach a Šebestová,kid,easy,2025-12-28 23:10:14,,0,lzdkic
3992,Jakou barvu má tráva na louce?,Modrou,Zelenou,Černou,1,Barvy a tvary,Barvy v přírodě,kid,easy,2025-12-28 23:10:14,,0,dcbs3i
3993,Jakému stromu říkáme jehličnan s šiškami?,Jabloň,Bříza,Smrk,2,Příroda,Stromy,kid,easy,2025-12-28 23:10:14,,0,nidiga
3994,Jak se jmenuje hlavní loupežník z lesa Řáholce?,Rumcajs,Křemílek,Rákosníček,0,České pohádky,Rumcajs,kid,easy,2025-12-28 23:10:14,,0,-dfc9fi
3995,Která květina má žlutý střed a bílé okvětní lístky?,Růže,Sedmikráska,Tulipán,1,Příroda,Květiny,kid,easy,2025-12-28 23:10:14,,0,-7lwaek
3997,Jakou barvu má obvykle nebe bez mráčků?,Červenou,Hnědou,Modrou,2,Barvy a tvary,Barvy v přírodě,kid,easy,2025-12-28 23:10:14,,0,myxm75
3998,"Jak se jmenují dva nešikové z večerníčku, co pořád něco spravují?",Mach a Šebestová,Bob a Bobek,Pat a Mat,2,České pohádky,Pat a Mat,kid,easy,2025-12-28 23:10:14,,0,f0sxxg
3999,Jakou barvu má zralé rajče?,Červenou,Modrou,Fialovou,0,Barvy a tvary,Základní barvy,kid,easy,2025-12-28 23:10:14,,0,1uzg9a
4000,Který z těchto předmětů je kulatý?,Kniha,Talíř,Krychle,1,Barvy a tvary,Co je kulaté,kid,easy,2025-12-28 23:10:14,,0,f72pkd
4001,Jak se jmenuje malá zelená postavička z rybníka Brčálník?,Víla Amálka,Rumcajs,Rákosníček,2,České pohádky,Rákosníček,kid,easy,2025-12-28 23:10:14,,0,-f29ebo
4002,Co se často jí s rajskou omáčkou?,Banány,Knedlíky,Zmrzlina,1,Jídlo,Oblíbená jídla,kid,easy,2025-12-28 23:10:14,,0,dp79oq
4003,Jaký zvuk dělá kráva?,Méé,Béé,Bučí,2,Zvířátka,Zvuky zvířat,kid,easy,2025-12-28 23:10:14,,0,-jbi501
4004,Jaký tvar má dopravní značka STOP?,Osmibok,Obdélník,Kruh,0,Barvy a tvary,Tvary kolem nás,kid,easy,2025-12-28 23:10:14,,0,-yn5eis
4005,Jakou barvu má slunce na obrázcích?,Zelenou,Žlutou,Fialovou,1,Barvy a tvary,Základní barvy,kid,easy,2025-12-28 23:10:14,,0,jqptp1
4006,Které jídlo je nejzdravější k svačině?,Lízátko,Jablko,Hranolky,1,Jídlo,Co je zdravé,kid,easy,2025-12-28 23:10:14,,0,-xdzvzx
4007,Který strom je národním stromem České republiky?,Borovice,Lípa,Topol,1,Příroda,Stromy,kid,easy,2025-12-28 23:10:14,,0,cvobny
4008,Co je kulaté jako míč?,Dům,Strom,Slunce,2,Barvy a tvary,Co je kulaté,kid,easy,2025-12-28 23:11:09,,0,se75j5
4009,Jakou barvu má pomeranč?,Fialová,Oranžová,Zelená,1,Jídlo,Ovoce,kid,easy,2025-12-28 23:11:09,,0,w0lsl9
4010,Jak se jmenuje loupežník v pohádce?,Krteček,Rákosníček,Rumcajs,2,České pohádky,Rumcajs,kid,easy,2025-12-28 23:11:09,,0,5zc0ig
4011,Co jíme k snídani z kukuřice?,Chleba,Máslo,Kukuřičné vločky,2,Jídlo,Snídaně,kid,easy,2025-12-28 23:11:09,,0,pb2qse
4012,Co roste v lese vysoko?,Tráva,Květina,Strom,2,Příroda,Stromy,kid,easy,2025-12-28 23:11:09,,0,-s0ci81
4013,Jakou barvu má brokolice?,Červená,Zelená,Žlutá,1,Jídlo,Zelenina,kid,easy,2025-12-28 23:11:09,,0,7ihjkm
4014,Co jíme k snídani s máslem?,Mrkev,Chleba,Jablko,1,Jídlo,Snídaně,kid,easy,2025-12-28 23:11:09,,0,-t6t1y4
4015,Co je kulaté na obloze v noci?,Slunce,Měsíc,Hvězda,1,Barvy a tvary,Co je kulaté,kid,easy,2025-12-28 23:11:09,,0,-yq2590
4017,Jak zní pes?,Řít řít,Mňau,Haf haf,2,Zvířátka,Zvuky zvířat,kid,easy,2025-12-28 23:11:09,,0,f17kt
4018,"Jak se jmenuje pejsek, který má s Machem kouzelné sluchátko?",Alík,Jonatán,Azor,1,České pohádky,Mach a Šebestová,kid,easy,2025-12-28 23:12:04,,0,-c1e255
4019,Kdo je malý zelený skřítek z rybníka Brčálníku?,Skřítek,Vodník,Rákosníček,2,České pohádky,Rákosníček,kid,easy,2025-12-28 23:12:04,,0,cyxgu6
4021,Jakou barvu má tráva v létě?,Černou,Růžovou,Zelenou,2,Barvy a tvary,Základní barvy,kid,easy,2025-12-28 23:12:04,,0,10mjbd
4022,Co je zdravé si dát ke svačině?,Jablko,Hranolky,Lízátko,0,Jídlo,Co je zdravé,kid,easy,2025-12-28 23:12:04,,0,tgknut
4023,Co si lidé často mažou na chleba k snídani?,Kečup,Máslo,Hořčici,1,Jídlo,Snídaně,kid,easy,2025-12-28 23:12:04,,0,-umn6c2
4024,"Které roční období je, když kvete hodně květin a všechno se probouzí?",Zima,Jaro,Podzim,1,Příroda,Roční období,kid,easy,2025-12-28 23:12:04,,0,-l2fce2
4025,"Jak se jmenuje loupežník z lesa Řáholce, tatínek Cipíska?",Rumcajs,Kuba,Trautenberk,0,České pohádky,Rumcajs,kid,easy,2025-12-28 23:12:04,,0,-qkdhyn
4026,Které zvířátko často žije doma v kleci a má dlouhé uši?,Žralok,Králík,Tygr,1,Zvířátka,Domácí mazlíčci,kid,easy,2025-12-28 23:12:04,,0,yy491s
4027,"Co si děti rády dávají na pizzu, když je jejich oblíbené jídlo?",Sýr,Káva,Křen,0,Jídlo,Oblíbená jídla,kid,easy,2025-12-28 23:12:04,,0,mqtn5z
4028,Co je tulipán?,Strom,Květina,Houba,1,Příroda,Květiny,kid,easy,2025-12-28 23:12:04,,0,-yq6yj3
4029,Který pták je symbolem míru a často je bílý?,Holub,Vrána,Sova,0,Zvířata - Ptáci,ptáci,kid,easy,2025-12-28 23:13:29,,0,-mr450j
4030,Jak se jmenuje lev z filmu Lví král?,Scar,Mufasa,Simba,2,Pohádky a filmy - Zvířecí hrdinové,zvířecí hrdinové,kid,easy,2025-12-28 23:13:29,,0,-4qgmws
4031,"Jak se jmenuje raketa, která vynesla první lidi na Měsíc?",Falcon 9,Sojuz,Saturn V,2,Vesmír - Rakety,rakety,kid,easy,2025-12-28 23:13:29,,0,-ayl403
4032,Na které planetě ve Sluneční soustavě žijeme?,Mars,Země,Venuše,1,Vesmír - Planety,planety,kid,easy,2025-12-28 23:13:29,,0,w9gxyu
4033,Co v lidském těle pumpuje krev do celého těla?,Plíce,Játra,Srdce,2,Lidské tělo - Srdce,srdce,kid,easy,2025-12-28 23:13:29,,0,-pujmsb
4034,Jak se jmenuje největší oceán na Zemi?,Arktický,Tichý,Indický,1,Svět kolem nás - Oceány,oceány,kid,easy,2025-12-28 23:13:29,,0,-p1bwnj
4035,Co přitahuje hřebíky a kancelářské sponky?,Sklo,Papír,Magnet,2,Věda a příroda - Magnety,magnety,kid,easy,2025-12-28 23:13:29,,0,-j99hf0
4036,Jak se jmenuje býložravý dinosaurus s trojrohou hlavou?,Tyranosaur,Triceratops,Velociraptor,1,Věda a příroda - Dinosauři,dinosauři,kid,easy,2025-12-28 23:13:29,,0,-cr2ofm
4037,Jaké je hlavní město České republiky?,Ostrava,Praha,Brno,1,Svět kolem nás - Hlavní města,hlavní města,kid,easy,2025-12-28 23:13:29,,0,-yux8q0
4038,Jak se nazývá znovu použitelná raketa firmy SpaceX?,Ariane 5,Saturn V,Falcon 9,2,Vesmír - Rakety,rakety,kid,easy,2025-12-28 23:13:29,,0,-19pe3q
4039,Jak se jmenuje hvězda uprostřed naší soustavy?,Slunce,Sirius,Polárka,0,Vesmír - Slunce,slunce,kid,easy,2025-12-28 23:13:29,,0,-obeoqa
4040,Jak se jmenuje nejdelší řeka v České republice?,Morava,Vltava,Labe,1,Svět kolem nás - Řeky a hory,řeky a hory,kid,easy,2025-12-28 23:13:29,,0,7op333
4041,Které zvíře má dlouhý krk a často ho vidíme v ZOO?,Žirafa,Zebra,Lev,0,Zvířata - Zvířata v ZOO,zvířata v ZOO,kid,easy,2025-12-28 23:13:29,,0,-mhzl8e
4042,Která planeta je nejblíže ke Slunci?,Merkur,Mars,Saturn,0,Vesmír - Planety,planety,kid,easy,2025-12-28 23:13:29,,0,-g05qmb
4043,Jak se jmenují obrovské koule žhavého plynu na noční obloze?,Komety,Planety,Hvězdy,2,Vesmír - Hvězdy,hvězdy,kid,easy,2025-12-28 23:13:29,,0,opozk0
4044,Jaké je největší suchozemské zvíře na světě?,Nosorožec,Hroch,Slon,2,Zvířata - Rekord největší,rekord největší,kid,easy,2025-12-28 23:13:29,,0,ac7xfh
4045,"Jak se jmenuje princezna z Ledového království, která umí led?",Anna,Ariel,Elsa,2,Pohádky a filmy - Princezny a princové,princezny a princové,kid,easy,2025-12-28 23:13:29,,0,qdgzhp
4046,Co vybuchuje a chrlí lávu z nitra Země?,Kometa,Sopka,Mrak,1,Věda a příroda - Sopky,sopky,kid,easy,2025-12-28 23:13:29,,0,40pi8w
4047,Jak se jmenuje jediný přirozený satelit Země?,Io,Měsíc,Titan,1,Vesmír - Měsíc,měsíc,kid,easy,2025-12-28 23:13:29,,0,-6dypqp
4048,"Jak se jmenuje hvězda, podle které určujeme sever?",Sirius,Polárka,Vega,1,Vesmír - Hvězdy,hvězdy,kid,easy,2025-12-28 23:13:29,,0,-ce8ikf
4049,Jaké je hlavní město Česka?,A) Praha,B) Brno,C) Ostrava,0,Svět kolem nás,Hlavní města,kid,easy,2025-12-28 23:14:33,,0,f5kywu
4050,Kolik procent mozku tvoří voda?,C) 20 %,B) 50 %,A) 80 %,2,Lidské tělo,Mozek,kid,easy,2025-12-28 23:14:33,,0,aattc2
4051,Jaký je původní druh zvířete Simby?,B) Tygr,C) Medvěd,A) Lev,2,Pohádky a filmy,Zvířecí hrdinové,kid,easy,2025-12-28 23:14:33,,0,-qh7y2o
4052,Kolik chapadel má chobotnice?,C) 10,B) 6,A) 8,2,Zvířata,Mořští živočichové,kid,easy,2025-12-28 23:14:33,,0,-4ame69
4053,Která je nejdelší řeka v Česku?,C) Ohře,A) Vltava,B) Morava,1,Svět kolem nás,Řeky a hory,kid,easy,2025-12-28 23:14:33,,0,p72c4c
4054,Jak se jmenuje první Disney princezna?,C) Aurora,A) Sněhurka,B) Popelka,1,Pohádky a filmy,Princezny a princové,kid,easy,2025-12-28 23:14:33,,0,o24fy4
4055,Kolikkrát bije srdce za minutu u dítěte?,C) 150-200,A) 80-100,B) 30-40,1,Lidské tělo,Srdce,kid,easy,2025-12-28 23:14:33,,0,-x1g1an
4056,Kolik kostí má dospělý člověk?,C) 300,B) 100,A) 206,2,Lidské tělo,Kosti,kid,easy,2025-12-28 23:14:33,,0,-t1vahe
4057,Jaká kost je nejdelší v těle?,C) Čéšková,B) Pažní,A) Stehenní,2,Lidské tělo,Kosti,kid,easy,2025-12-28 23:14:33,,0,3z9acl
4058,Jakou barvu mají oči sovy sněžné?,A) Žluté,C) Červené,B) Modré,0,Zvířata,Ptáci,kid,easy,2025-12-28 23:14:33,,0,e0smqj
4059,Co je láva u sopky?,A) Roztavený kámen,C) Sníh,B) Voda,0,Věda a příroda,Sopky,kid,easy,2025-12-28 23:14:33,,0,lralss
4060,Kdo byl první astronaut na Měsíci?,C) Aldrin,A) Armstrong,B) Gagarin,1,Vesmír,Astronauti,kid,easy,2025-12-28 23:14:33,,0,-ilmcow
4061,Kam pumpuje srdce krev nejdřív?,A) Do plic,C) Do hlavy,B) Do nohou,0,Lidské tělo,Srdce,kid,easy,2025-12-28 23:14:33,,0,-bbbm1b
4062,Kde stojí Eiffelova věž?,A) Paříž,B) Londýn,C) Řím,0,Svět kolem nás,Slavné stavby,kid,easy,2025-12-28 23:14:33,,0,qvwab5
4063,Který druh zubů používáme hlavně na kousání jídla vpředu v puse?,Stoličky,Špičáky,Řezáky,2,Lidské tělo,Zuby,kid,easy,2025-12-28 23:15:41,,0,af1bin
4064,Co je Slunce uprostřed naší sluneční soustavy?,Planeta,Hvězda,Měsíc,1,Vesmír,Slunce,kid,easy,2025-12-28 23:15:41,,0,93zm5b
4065,Jak se jmenuje největší oceán na Zemi?,Atlantský,Tichý,Indický,1,Svět kolem nás,Oceány,kid,easy,2025-12-28 23:15:41,,0,itwypk
4066,Jaké je hlavní město České republiky?,Brno,Praha,Plzeň,1,Svět kolem nás,Hlavní města,kid,easy,2025-12-28 23:15:41,,0,bfaban
4067,Který velký savec žije v moři a dýchá plícemi?,Žralok,Treska,Delfín,2,Zvířata,Mořští živočichové,kid,easy,2025-12-28 23:15:41,,0,5lfhef
4068,Který orgán člověka řídí celé tělo a myšlení?,Ledviny,Mozek,Plíce,1,Lidské tělo,Orgány,kid,easy,2025-12-28 23:15:41,,0,-n6ko1a
